Disease1,Disease2,PHENO-SIM
145200,540000,0.0
145200,602522,0.060522753266880246
145200,152700,0.02433241277446361
145200,278200,0.0
145200,109800,0.0
145200,607554,0.07106690545187015
145200,217200,0.0
145200,156000,0.0
145200,212050,0.0
145200,137400,0.0
145200,155601,0.0
145200,155600,0.0
145200,231090,0.0
145200,243200,0.0
145200,607459,0.0
145200,608105,0.0
145200,131440,0.0
145200,246400,0.0
145200,254450,0.0
145200,144650,0.0
145200,157700,0.051639777949432225
145200,273800,0.037037037037037035
145200,131300,0.054799662435119106
145200,259050,0.0
145200,266600,0.0
145200,146850,0.0
145200,115000,0.0
145200,143100,0.018702209703105772
145200,184700,0.03774256780481986
145200,190300,0.04729837698404022
145200,170900,0.0
145200,600808,0.0
145200,600803,0.0
145200,175505,0.0
145200,146110,0.0
145200,600263,0.0
145200,608320,0.0
145200,134430,0.0
145200,164230,0.0
145200,143465,0.03849001794597506
145200,217150,0.0
145200,102500,0.0545544725589981
145200,179800,0.0
145200,137760,0.0
145200,600351,0.0
145200,189600,0.0
145200,277350,0.0
145200,215140,0.06711560552140243
145200,248190,0.0
145200,145100,0.17407765595569785
145200,109200,0.0
145200,249100,0.035071531191594715
145200,238800,0.0
145200,607631,0.0
145200,157950,0.0
145200,148000,0.0
145200,241100,0.0
145200,231200,0.0
145200,187950,0.05862103817605492
145200,138800,0.0
145200,150699,0.0
145200,260480,0.0
145200,102100,0.13245323570650439
145200,606703,0.0
145200,258360,0.0
145200,168600,0.02510218561694025
145200,176800,0.0
145200,176807,0.0
145200,608088,0.0
145200,188470,0.0
145200,115195,0.0
145200,145500,0.029894063777797554
145200,218800,0.0
145200,165720,0.0
145200,601682,0.0
145200,134750,0.0
145200,607498,0.0
145200,607499,0.0
145200,151590,0.0
145200,155100,0.05716619504750295
145200,215470,0.0
145200,139393,0.0
145200,254500,0.0
145200,146255,0.0
145200,254400,0.0
145200,601626,0.03573708449459317
145200,134510,0.0
145200,226000,0.0
145200,601518,0.0
145200,161900,0.0675737378399486
145200,131200,0.0
145200,608622,0.0
145200,171300,0.03774256780481986
145200,147480,0.06666666666666667
145200,212140,0.04828045495852676
145200,304790,0.0
145200,261515,0.04987546680538165
145200,137215,0.058025885318565944
145200,115300,0.0
145200,143500,0.0
145200,303110,0.0
145200,312910,0.0
145200,104130,0.0
145200,300125,0.0
145200,225740,0.0
145200,106400,0.0
145200,256700,0.03419927840283847
145200,603165,0.056613851707229795
145200,102400,0.0
145200,128101,0.0
145200,188030,0.06622661785325219
145200,230450,0.0
145200,113610,0.0
145200,167320,0.0
145200,154276,0.0
145200,208750,0.0
145200,604278,0.07053456158585983
145200,254800,0.041344911529736156
145200,103100,0.09622504486493763
145200,263300,0.055048188256318034
145200,607501,0.0
145200,607508,0.0
145200,252320,0.0
145200,208920,0.045360921162651446
145200,144700,0.0
145200,268320,0.18257418583505536
145200,114550,0.0
145200,188050,0.0
145200,254770,0.0
145200,608217,0.0
145200,178600,0.0
145200,103780,0.0
145200,165199,0.0
145200,192000,0.0
145200,107550,0.0
145200,125310,0.0
145200,276300,0.04729837698404022
145200,260970,0.0
145200,208300,0.0
145200,605055,0.0
145200,168100,0.1072112534837795
145200,601608,0.0
145200,604416,0.0
145200,144110,0.0
145200,273300,0.0
145200,230800,0.0
145200,191390,0.0
145200,211980,0.0
145200,194070,0.0
145200,165150,0.0
145200,300232,0.0
145200,233810,0.0
145200,166710,0.0
145200,182000,0.0
145200,132100,0.0
145200,606842,0.0
145200,246470,0.0
145200,256370,0.0
145200,236000,0.0
145200,607850,0.0
150600,208085,0.1266495173722607
150600,133690,0.19920476822239894
150600,208550,0.09107651110783745
150600,133600,0.07207499701564471
150600,205700,0.05669467095138408
150600,167870,0.1803009607446514
150600,600131,0.19733244073364778
150600,602080,0.170367083999984
150600,140850,0.13801311186847084
150600,190310,0.24152294576982397
150600,237500,0.13680421460612163
150600,607682,0.10432810619146021
150600,607685,0.10497813183356478
150600,192200,0.18725633517970777
150600,158280,0.07968190728895957
150600,127750,0.05599900447099181
150600,174800,0.14689453218677606
150600,231900,0.16116459280507606
150600,179600,0.1267731382092775
150600,247640,0.1129384878631564
150600,175510,0.15118578920369088
150600,132300,0.19166296949998196
150600,601367,0.12076147288491199
150600,259500,0.16288220358559113
150600,140600,0.11483385035264292
150600,166300,0.140152977645347
150600,604827,0.2344036154692477
150600,130000,0.15538240751367316
150600,137800,0.09810050776479
150600,179830,0.21096325392232293
150600,147540,0.18070158058105024
150600,144010,0.08368274087557229
150600,181460,0.18832944617230332
150600,240400,0.07135781502544128
150600,268220,0.11467061807346574
150600,102300,0.17625868956008636
150600,182830,0.21128856368212914
150600,239350,0.18070158058105024
150600,153880,0.1913897505877382
150600,190400,0.13801311186847084
150600,607628,0.16035674514745463
150600,137750,0.1622047479798751
150600,601665,0.16699142494217234
150600,206200,0.12102635224824873
150600,114580,0.1618347187425374
150600,250790,0.046004370622823615
150600,602068,0.12880163722232754
150600,160750,0.12741179785940637
150600,308350,0.1533929977694741
150600,121200,0.1820356177418498
150600,121201,0.16035674514745463
150600,175100,0.13507468106451948
150600,277440,0.1508781880931648
150600,140300,0.14042629475786064
150600,134520,0.16035674514745463
150600,247200,0.13181243254912403
150600,157300,0.11987805595403908
150600,114480,0.11690046814422043
150600,110100,0.1466717595245138
150600,607225,0.18410202992625904
150600,311360,0.1303917638213189
150600,181000,0.14886628953921086
150600,241519,0.13801311186847084
150600,119500,0.16563533721722828
150600,208230,0.20597146021777488
150600,109543,0.0832250378576479
150600,107650,0.17078251276599332
150600,173200,0.19639610121239312
150600,189800,0.15106030644099738
150600,300494,0.1640825308284734
150600,300491,0.16162440712835371
150600,612595,0.1388730149658827
150600,277460,0.1531001865739801
150600,218200,0.08451542547285165
150600,227300,0.14431272220430605
150600,134500,0.15275252316519466
150600,133239,0.09463788166187902
150600,237450,0.13801311186847084
150600,182280,0.07968190728895957
150600,200170,0.09944903161976938
150600,246300,0.11952286093343936
150600,608583,0.22223355980148635
150600,607681,0.11720180773462385
150600,151400,0.12344267996967351
150600,203700,0.12531313015353487
150600,600631,0.2988071523335984
150600,600634,0.13572417850765925
150600,600496,0.22857142857142856
150600,208700,0.08451542547285167
150600,115645,0.19920476822239894
150600,606798,0.06440081861116377
150600,310468,0.16736548175114457
150600,601042,0.17225077552896437
150600,608033,0.19599157740244455
150600,304900,0.11338934190276816
150600,194200,0.2098363913971998
150600,156190,0.15289415743128765
150600,212350,0.1460834966964259
150600,114500,0.11261002447617381
150600,220120,0.1355261854357877
150600,225755,0.15118578920369088
150600,605021,0.18442777839082936
150600,143880,0.13944333775567927
150600,137580,0.15563293906372044
150600,263800,0.1236814144818967
150600,266120,0.14489233526959175
150600,135550,0.19518001458970666
150600,125700,0.1997535427283139
150600,264120,0.1267731382092775
150600,212112,0.14712247158412492
150600,145600,0.1503963018795596
150600,160300,0.14085904245475278
150600,600807,0.1420143204993453
150600,607516,0.18257418583505539
150600,107320,0.16989990989239312
150600,126200,0.12219133133107513
150600,223350,0.13259870882635919
150600,125853,0.12006863026011433
150600,125852,0.13848495294356286
150600,125851,0.17264413245941243
150600,125850,0.2140734450763238
150600,601004,0.14638501094227999
150600,125320,0.10811249552346708
150600,226150,0.033149677206589796
150600,212130,0.15936381457791915
150600,147530,0.11501092655705904
150600,270960,0.15179418517972906
150600,181500,0.13447876109505463
150600,109100,0.17173551629643674
150600,146500,0.08088297765764038
150600,109350,0.13066434376564756
150600,132090,0.28829998806257884
150600,267740,0.14638501094227999
150600,148100,0.15936381457791915
150600,104300,0.1351695207784338
150600,260570,0.07559289460184544
150600,254200,0.14455283597377017
150600,308205,0.15556889365251944
150600,166760,0.15311180047019055
150600,275000,0.1458811023524434
150600,600082,0.09258200997725513
150600,540000,0.12298800925361816
150600,602522,0.17541160386140583
150600,152700,0.12593220023519455
150600,278200,0.0
150600,109800,0.1127242960381356
150600,607554,0.1765469659009499
150600,217200,0.11268723396380223
150600,156000,0.16162440712835371
150600,212050,0.13522468075656263
150600,137400,0.30860669992418377
150600,155601,0.13524068651867785
150600,155600,0.13543478043082857
150600,231090,0.1471534414763918
150600,243200,0.08728715609439694
150600,607459,0.11428571428571428
150600,608105,0.19720265943665388
150600,131440,0.11338934190276816
150600,246400,0.1913897505877382
150600,254450,0.09376144618769908
150600,144650,0.10432810619146021
150600,157700,0.1710471948239516
150600,273800,0.12267832166086297
150600,131300,0.18151372660830076
150600,259050,0.09960238411119947
150600,266600,0.1170284246408241
150600,146850,0.1129384878631564
150600,115000,0.10432810619146021
150600,143100,0.11615175719740521
150600,184700,0.15626907697949846
150600,190300,0.19583388581686348
150600,170900,0.15936381457791915
150600,600808,0.2522624895547565
150600,600803,0.16969502187731897
150600,175505,0.11501092655705904
150600,146110,0.1281419574064149
150600,600263,0.08226127456606226
150600,608320,0.14098147537004826
150600,134430,0.10432810619146021
150600,164230,0.16100204652790945
150600,143465,0.17530019603571106
150600,217150,0.11595420713048969
150600,102500,0.1129384878631564
150600,179800,0.13782340303396173
150600,137760,0.14877385634272317
150600,600351,0.20291986247835694
150600,189600,0.19194297398747862
150600,277350,0.09035079029052512
150600,215140,0.11115400287534569
150600,248190,0.22399601788396725
150600,145100,0.21622499104693416
150600,109200,0.17116606212460622
150600,249100,0.1306889412590914
150600,238800,0.05976143046671968
150600,607631,0.209210413126322
150600,157950,0.21128856368212914
150600,148000,0.13085332903040106
150600,241100,0.10350983390135314
150600,231200,0.12903583341622094
150600,187950,0.12135707849456652
150600,138800,0.15971914124998496
150600,150699,0.09660917830792959
150600,260480,0.19123657749350298
150600,102100,0.08226127456606226
150600,606703,0.1913897505877382
150600,258360,0.12461119656980671
150600,168600,0.14030944544360271
150600,176800,0.18070158058105024
150600,176807,0.09253481037695203
150600,608088,0.19720265943665388
150600,188470,0.08199200616907877
150600,115195,0.2048963330287532
150600,145500,0.14233916050870896
150600,218800,0.12903583341622094
150600,165720,0.17684493567566836
150600,601682,0.18752289237539815
150600,134750,0.12741179785940637
150600,607498,0.16574838603294897
150600,607499,0.12857142857142856
150600,151590,0.09035079029052512
150600,155100,0.16568337391590282
150600,215470,0.13659755535250212
150600,139393,0.1304484830218009
150600,254500,0.08228293081879129
150600,146255,0.19069251784911845
150600,254400,0.16452254913212452
150600,601626,0.10357591104431091
150600,134510,0.10690449676496974
150600,226000,0.1781741612749496
150600,601518,0.12555296411486888
150600,161900,0.18185820587757318
150600,131200,0.1412470846292275
150600,608622,0.09583148474999098
150600,171300,0.12501526158359877
150600,147480,0.13801311186847084
150600,212140,0.13993005245628826
150600,304790,0.13801311186847084
150600,261515,0.08260162055644009
150600,137215,0.12012499502607453
150600,115300,0.08081220356417686
150600,143500,0.14951420452417674
150600,303110,0.19701273099093558
150600,312910,0.20701966780270628
150600,104130,0.12344267996967351
150600,300125,0.14953343588376805
150600,225740,0.15118578920369088
150600,106400,0.13552618543578768
150600,256700,0.12035869531881406
150600,603165,0.14064216928154863
150600,102400,0.06629935441317959
150600,128101,0.2008385781013735
150600,188030,0.10968169942141634
150600,230450,0.17371980724307584
150600,113610,0.09200874124564723
150600,167320,0.1665015683926963
150600,154276,0.10811249552346708
150600,208750,0.04517539514526256
150600,604278,0.13141837357302805
150600,254800,0.12838814775327387
150600,103100,0.05976143046671969
150600,263300,0.11396057645963796
150600,607501,0.1889822365046136
150600,607508,0.13093073414159542
150600,252320,0.1267731382092775
150600,208920,0.14085904245475275
150600,144700,0.1029961342843051
150600,268320,0.264575131106459
150600,114550,0.12192798849579
150600,188050,0.23006608383332586
150600,254770,0.17264413245941243
150600,608217,0.13801311186847084
150600,178600,0.15099948501806662
150600,103780,0.12087344460380704
150600,165199,0.15936381457791915
150600,192000,0.057977103565244846
150600,107550,0.12198750911856665
150600,125310,0.14293692903641916
150600,276300,0.11750033149011808
150600,260970,0.13801311186847084
150600,208300,0.13552618543578768
150600,605055,0.042257712736425826
150600,168100,0.13316902848554257
150600,601608,0.15118578920369088
150600,604416,0.2053296830603033
150600,144110,0.11199800894198363
150600,273300,0.14751303821574804
150600,230800,0.10914447970454913
150600,191390,0.07968190728895957
150600,211980,0.12160496758932478
150600,194070,0.12836079912206505
150600,165150,0.16903085094570333
150600,300232,0.1889822365046136
150600,233810,0.09944903161976938
150600,166710,0.14541876268677775
150600,182000,0.12198750911856665
150600,132100,0.16162440712835371
150600,606842,0.031943828249996996
150600,246470,0.10350983390135314
150600,256370,0.20203050891044214
150600,236000,0.12437690002435545
150600,607850,0.09200874124564723
208085,133690,0.17660431427533918
208085,208550,0.11775104429418556
208085,133600,0.03993615319154358
208085,205700,0.06282808624375433
208085,167870,0.10577991680765415
208085,600131,0.18503735531943447
208085,602080,0.1179987209007981
208085,140850,0.17843445967710359
208085,190310,0.15294382258037453
208085,237500,0.23323714284710653
208085,607682,0.115614662603216
208085,607685,0.11633501014942221
208085,192200,0.09222859518214328
208085,158280,0.044151078568834795
208085,127750,0.19651434089872877
208085,174800,0.12851531372620503
208085,231900,0.17859990659227326
208085,179600,0.04682929057908469
208085,247640,0.10012523486435176
208085,175510,0.12565617248750865
208085,132300,0.07079923254047886
208085,601367,0.05735393346764045
208085,259500,0.11107897485270617
208085,140600,0.12725695259515554
208085,166300,0.18355431078559414
208085,604827,0.10390486669322622
208085,130000,0.17219218554778312
208085,137800,0.14068785457405827
208085,179830,0.15585730003983936
208085,147540,0.15018785229652765
208085,144010,0.12983013961742002
208085,181460,0.10435177140809473
208085,240400,0.13179589549162152
208085,268220,0.09883693657685838
208085,102300,0.11308401337761902
208085,182830,0.09365858115816939
208085,239350,0.20025046972870353
208085,153880,0.08483796839677037
208085,190400,0.07647191129018727
208085,607628,0.19744962591969745
208085,137750,0.14604897869451353
208085,601665,0.16091922132567998
208085,206200,0.1341193796387018
208085,114580,0.1141270638770543
208085,250790,0.12745318548364543
208085,602068,0.023789303403490326
208085,160750,0.08471737420873575
208085,308350,0.19427149135788158
208085,121200,0.17483165041438015
208085,121201,0.23693955110363693
208085,175100,0.1372135441442265
208085,277440,0.17914359097500462
208085,140300,0.14524353340257265
208085,134520,0.11846977555181847
208085,247200,0.2045012668336253
208085,157300,0.07153292293991267
208085,114480,0.12391465935558456
208085,110100,0.17269789055894333
208085,607225,0.24111311643235145
208085,311360,0.1556132007513662
208085,181000,0.05998950275544633
208085,241519,0.19117977822546817
208085,119500,0.18355431078559414
208085,208230,0.17934252894965677
208085,109543,0.06917144638660747
208085,107650,0.1351845176089688
208085,173200,0.14509525002200233
208085,189800,0.13215987269803312
208085,300494,0.1818335167131459
208085,300491,0.17910946513585801
208085,612595,0.08549819600709617
208085,277460,0.15661206135505792
208085,218200,0.09365858115816939
208085,227300,0.2471567338095962
208085,134500,0.12091270835166862
208085,133239,0.12394450288892261
208085,237450,0.17843445967710359
208085,182280,0.11037769642208699
208085,200170,0.0734718358370645
208085,246300,0.13245323570650439
208085,608583,0.08955473256792901
208085,607681,0.10390486669322622
208085,151400,0.13679711361135385
208085,203700,0.2893123233866338
208085,600631,0.13245323570650439
208085,600634,0.150407264907739
208085,600496,0.1424807070437933
208085,208700,0.06243905410544627
208085,115645,0.13245323570650439
208085,606798,0.07136791021047098
208085,310468,0.22256595362986287
208085,601042,0.12725695259515554
208085,608033,0.15795970073575796
208085,304900,0.0837707816583391
208085,194200,0.15502478656928756
208085,156190,0.1694347484174715
208085,212350,0.23547241903378555
208085,114500,0.13865838438652936
208085,220120,0.21693800887276216
208085,225755,0.12565617248750865
208085,605021,0.2452557357939863
208085,143880,0.17660431427533918
208085,137580,0.14247506904418503
208085,263800,0.19936243666246412
208085,266120,0.19762124666128472
208085,135550,0.10814761408717503
208085,125700,0.12297974198582047
208085,264120,0.14048787173725408
208085,212112,0.211950261485958
208085,145600,0.14912280701754385
208085,160300,0.06243905410544627
208085,600807,0.15082048277822147
208085,607516,0.08671099695241201
208085,107320,0.094140119453897
208085,126200,0.12457755877824504
208085,223350,0.0734718358370645
208085,125853,0.1203858530857692
208085,125852,0.12058098561865449
208085,125851,0.20603836665456235
208085,125850,0.14497548504078367
208085,601004,0.21629522817435007
208085,125320,0.07987230638308716
208085,226150,0.146943671674129
208085,212130,0.26490647141300877
208085,147530,0.050981274193458166
208085,270960,0.15139419980681001
208085,181500,0.1547589262412045
208085,109100,0.11894651701745163
208085,146500,0.19207106407446561
208085,109350,0.1448000406622212
208085,132090,0.11980845957463075
208085,267740,0.05407380704358752
208085,148100,0.11037769642208699
208085,104300,0.15514233829088245
208085,260570,0.04188539082916955
208085,254200,0.14874881865081516
208085,308205,0.24423169902168218
208085,166760,0.06362847629757777
208085,275000,0.12362464557404407
208085,600082,0.06839855680567693
208085,540000,0.1703665689090955
208085,602522,0.26381256527517716
208085,152700,0.13955595833737502
208085,278200,0.0
208085,109800,0.10570084443082153
208085,607554,0.1141270638770543
208085,217200,0.09365858115816941
208085,156000,0.15672078199387576
208085,212050,0.13112201362143713
208085,137400,0.13679711361135385
208085,155601,0.16140004156875074
208085,155600,0.1370355536856757
208085,231090,0.13589415249850587
208085,243200,0.024182541670333724
208085,607459,0.18997427605839107
208085,608105,0.09365858115816941
208085,131440,0.10471347707292387
208085,246400,0.16967593679354073
208085,254450,0.15585730003983936
208085,144650,0.17342199390482402
208085,157700,0.09477582044145477
208085,273800,0.16993758064486056
208085,131300,0.15086285728094284
208085,259050,0.11037769642208699
208085,266600,0.1173376152051378
208085,146850,0.07509392614826382
208085,115000,0.028903665650804
208085,143100,0.13729859724925286
208085,184700,0.1125636055843284
208085,190300,0.07595694306676051
208085,170900,0.044151078568834795
208085,600808,0.15974461276617433
208085,600803,0.15279321316661154
208085,175505,0.050981274193458166
208085,146110,0.19880668399307563
208085,600263,0.08103161672836853
208085,608320,0.1562333133729014
208085,134430,0.057807331301608
208085,164230,0.1546304721226871
208085,143465,0.13245323570650439
208085,217150,0.25699702648129424
208085,102500,0.20025046972870353
208085,179800,0.23604282156200063
208085,137760,0.121482199745708
208085,600351,0.12849851324064712
208085,189600,0.15193428136569095
208085,277350,0.05006261743217588
208085,215140,0.20016588663317567
208085,248190,0.26891436122983936
208085,145100,0.07987230638308716
208085,109200,0.18968336763767799
208085,249100,0.17701114345824798
208085,238800,0.033113308926626096
208085,607631,0.17388261090178098
208085,157950,0.07024393586862704
208085,148000,0.13385489628205094
208085,241100,0.03823595564509363
208085,231200,0.14299535272655334
208085,187950,0.14793447342755242
208085,138800,0.1061988488107183
208085,150699,0.04588314677411234
208085,260480,0.10596258856520349
208085,102100,0.060773712546276386
208085,606703,0.06362847629757777
208085,258360,0.16571045299983225
208085,168600,0.1382120720415698
208085,176800,0.10012523486435176
208085,176807,0.10987021007226223
208085,608088,0.06243905410544627
208085,188470,0.11357771260606367
208085,115195,0.1513751265217193
208085,145500,0.17145421449892007
208085,218800,0.1759942802788349
208085,165720,0.13065106689280268
208085,601682,0.05195243334661311
208085,134750,0.08471737420873575
208085,607498,0.0734718358370645
208085,607499,0.06332475868613036
208085,151590,0.10012523486435176
208085,155100,0.18360754425174788
208085,215470,0.1513751265217193
208085,139393,0.144560827395728
208085,254500,0.13677685187479732
208085,146255,0.24151115352092062
208085,254400,0.060773712546276386
208085,601626,0.14757569038298457
208085,134510,0.05923488777590923
208085,226000,0.11846977555181847
208085,601518,0.10435177140809473
208085,161900,0.12401982925543005
208085,131200,0.01739196190134912
208085,608622,0.07079923254047886
208085,171300,0.14719856114873714
208085,147480,0.15294382258037448
208085,212140,0.2326022161242154
208085,304790,0.19664205760333867
208085,261515,0.28605542048233684
208085,137215,0.13312051063847863
208085,115300,0.1343320988518935
208085,143500,0.20392509677383266
208085,303110,0.16374466038126667
208085,312910,0.1147078669352809
208085,104130,0.13679711361135385
208085,300125,0.11047363533322149
208085,225740,0.1675415633166782
208085,106400,0.07509392614826382
208085,256700,0.1569170510526168
208085,603165,0.10390486669322622
208085,102400,0.03673591791853225
208085,128101,0.16692446522239715
208085,188030,0.060773712546276386
208085,230450,0.192513385271705
208085,113610,0.10196254838691633
208085,167320,0.14497548504078367
208085,154276,0.11980845957463075
208085,208750,0.0
208085,604278,0.1941808585135004
208085,254800,0.1612479447469338
208085,103100,0.06622661785325219
208085,263300,0.15154704608481648
208085,607501,0.0837707816583391
208085,607508,0.07254762501100116
208085,252320,0.09365858115816939
208085,208920,0.21853668936906193
208085,144700,0.12935707275829827
208085,268320,0.1675415633166782
208085,114550,0.15200837758144198
208085,188050,0.1649711325774774
208085,254770,0.14717026189611596
208085,608217,0.15294382258037453
208085,178600,0.14874231478554037
208085,103780,0.10715994395536396
208085,165199,0.13245323570650439
208085,192000,0.06424925662032356
208085,107550,0.1351845176089688
208085,125310,0.12870025547026068
208085,276300,0.14106289426684096
208085,260970,0.03823595564509363
208085,208300,0.2503130871608794
208085,605055,0.04682929057908469
208085,168100,0.07378784519149229
208085,601608,0.1675415633166782
208085,604416,0.16548576075682422
208085,144110,0.10342860047301515
208085,273300,0.12905643322991683
208085,230800,0.14363060353366228
208085,191390,0.08830215713766959
208085,211980,0.12727389195664093
208085,194070,0.1721940891178083
208085,165150,0.06243905410544627
208085,300232,0.20942695414584775
208085,233810,0.22041550751119351
208085,166710,0.0752036324538695
208085,182000,0.1351845176089688
208085,132100,0.11194341570991126
208085,606842,0.07079923254047886
208085,246470,0.07647191129018727
208085,256370,0.29105288084576925
208085,236000,0.10829688622735495
208085,607850,0.10196254838691633
133690,208550,0.12700012700019048
133690,133600,0.10050378152592121
133690,205700,0.10540925533894598
133690,167870,0.11831420125548185
133690,600131,0.16933350266692065
133690,602080,0.0890870806374748
133690,140850,0.25660011963983365
133690,190310,0.3849001794597505
133690,237500,0.08804509063256238
133690,607682,0.14547859349066158
133690,607685,0.09759000729485331
133690,192200,0.11605177063713189
133690,158280,0.1111111111111111
133690,127750,0.07808688094430304
133690,174800,0.10780770455885848
133690,231900,0.13483997249264842
133690,179600,0.1178511301977579
133690,247640,0.1259881576697424
133690,175510,0.31622776601683794
133690,132300,0.3563483225498992
133690,601367,0.024056261216234408
133690,259500,0.10482848367219184
133690,140600,0.1601281538050871
133690,166300,0.17766726362967536
133690,604827,0.19611613513818404
133690,130000,0.1529438225803745
133690,137800,0.04828045495852676
133690,179830,0.19611613513818404
133690,147540,0.3779644730092272
133690,144010,0.09335200560186732
133690,181460,0.1750752438129634
133690,240400,0.033167906340332974
133690,268220,0.07106690545187015
133690,102300,0.12935842095105549
133690,182830,0.35355339059327373
133690,239350,0.2519763153394848
133690,153880,0.26688025634181184
133690,190400,0.28867513459481287
133690,607628,0.14907119849998599
133690,137750,0.1130918572906628
133690,601665,0.08099423189743826
133690,206200,0.1125087900926024
133690,114580,0.20515248496555455
133690,250790,0.06415002990995841
133690,602068,0.11973686801784995
133690,160750,0.21320071635561044
133690,308350,0.1527830828380352
133690,121200,0.1692243608556032
133690,121201,0.09938079899999065
133690,175100,0.12556842915946964
133690,277440,0.12022261795565764
133690,140300,0.07832604499879572
133690,134520,0.29814239699997197
133690,247200,0.12253577034896795
133690,157300,0.10286889997472794
133690,114480,0.07087387592709371
133690,110100,0.15339299776947407
133690,607225,0.140028008402801
133690,311360,0.11189084777289188
133690,181000,0.11322770341445956
133690,241519,0.19245008972987526
133690,119500,0.21320071635561044
133690,208230,0.16412198797244362
133690,109543,0.058025885318565944
133690,107650,0.13608276348795434
133690,173200,0.24343224778007383
133690,189800,0.08869201403169857
133690,300494,0.19611613513818404
133690,300491,0.1126872339638022
133690,612595,0.08606629658238703
133690,277460,0.13137723708857243
133690,218200,0.2357022603955158
133690,227300,0.07317617332646023
133690,134500,0.18257418583505539
133690,133239,0.047987716716579636
133690,237450,0.19245008972987526
133690,182280,0.027777777777777776
133690,200170,0.18490006540840973
133690,246300,0.09523809523809523
133690,608583,0.1690308509457033
133690,607681,0.19611613513818404
133690,151400,0.06454972243679027
133690,203700,0.14561734277683963
133690,600631,0.3333333333333333
133690,600634,0.10814761408717503
133690,600496,0.15936381457791915
133690,208700,0.15713484026367722
133690,115645,0.3333333333333333
133690,606798,0.05986843400892498
133690,310468,0.140028008402801
133690,601042,0.1601281538050871
133690,608033,0.1987615979999813
133690,304900,0.21081851067789195
133690,194200,0.1560548629281741
133690,156190,0.2842676218074806
133690,212350,0.14814814814814814
133690,114500,0.08723732043170229
133690,220120,0.1679842102263232
133690,225755,0.31622776601683794
133690,605021,0.1543033499620919
133690,143880,0.1111111111111111
133690,137580,0.09435641951204964
133690,263800,0.12542944911781295
133690,266120,0.12433397443204185
133690,135550,0.5443310539518174
133690,125700,0.12379689211803459
133690,264120,0.2357022603955158
133690,212112,0.16412198797244362
